date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:09	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:10	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:04%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:10	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:10	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:05%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:10	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:11	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:11	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:06%20GMT	https://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:11	1314/1314	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:11	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Jul%202026%2013:25:06%20GMT	https://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:12	2831/2831	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	https://assets.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:12	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:12	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/sitecss/5b60db67c3c16aa19c8f234f/150/55f0aac0e4b0f0a5b7e0b22e/5b7f0a2f0e2e7262c9b8224f/359/site.css?nocustom=true)
09:27:17	50994/50994	---M-Z	200	added ('OK')	text/javascript	etag:%22ae49e3ef7de9de8420066624326846b7%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-0e0bba9fd998de31-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-0e0bba9fd998de31-min.en-US.js	(from https://www.trustinitiative.org/search)
09:27:19	111217/111217	---M-Z	200	added ('OK')	text/javascript	etag:%2284f724a68b79a7f0c0cff9a2808b5e07%22	http://assets.squarespace.com/universal/scripts-compressed/performance-6c118192c9d83ed7-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/performance-6c118192c9d83ed7-min.en-US.js	(from https://www.trustinitiative.org/projects)
09:27:20	72532/72532	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Jul%202026%2013:25:08%20GMT	http://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535037550845-854BUG6LCERDKUK7DQRS/fullsizeoutput_7.jpeg?format=1500w	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535037550845-854BUG6LCERDKUK7DQRS/fullsizeoutput_726f7.jpg	(from https://www.trustinitiative.org/search)
09:27:23	36158/36158	---M--	200	added ('OK')	image/jpeg	etag:CMDyqMvO5usCEAE=	https://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056297474-LHNNRTYHW22H326RICOV/fullsizeoutput_f.jpeg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056297474-LHNNRTYHW22H326RICOV/fullsizeoutput_f.jpg	(from https://www.trustinitiative.org/team)
09:27:24	23723/23723	---M--	200	added ('OK')	image/jpeg	etag:CJC+nMvO5usCEAE=	https://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056258495-IVOQO6HKXECEV6B2V049/fullsizeoutput_b.jpeg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056258495-IVOQO6HKXECEV6B2V049/fullsizeoutput_b.jpg	(from https://www.trustinitiative.org/team)
09:27:25	9656/9656	---M--	200	added ('OK')	image/jpeg	etag:CJvUt9jS5esCEAE=	https://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056154255-R7CQ6C55KCCUWUIIW2EJ/0.jpeg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056154255-R7CQ6C55KCCUWUIIW2EJ/0.jpg	(from https://www.trustinitiative.org/team)
09:27:28	27060/27060	---M--	200	added ('OK')	image/jpeg	etag:CJ7qreLS5esCEAE=	https://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056234195-MWZ1G4X3TFEPPC9XHZB0/fullsizeoutput_d.jpeg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/1535056234195-MWZ1G4X3TFEPPC9XHZB0/fullsizeoutput_d.jpg	(from https://www.trustinitiative.org/team)
09:27:29	8451/8451	---M--	200	added ('OK')	image/jpeg	etag:CImB2cSj5vMCEAE=	https://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/d1b932bc-042a-4611-957d-a2bc8dca3e5f/sina1.jpg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/d1b932bc-042a-4611-957d-a2bc8dca3e5f/sina1.jpg	(from https://www.trustinitiative.org/team)
09:27:33	43327/43327	---M--	200	added ('OK')	image/jpeg	etag:CO/W666k5vMCEAE=	https://images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/8b81b18c-92e7-4d38-8c17-5c1a01d8c741/k_naaman.jpg	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/images.squarespace-cdn.com/content/v1/5b60db67c3c16aa19c8f234f/8b81b18c-92e7-4d38-8c17-5c1a01d8c741/k_naaman.jpg	(from https://www.trustinitiative.org/team)
09:27:35	2371/2371	---MCZ	200	added ('OK')	text/css	etag:W/%220968ef468c733a9d553f18d04f09fe3b%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.embed/5b959c48-30bf-4f0c-8052-71e88fe86497_536/website.components.embed.styles.css	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.embed/5b959c48-30bf-4f0c-8052-71e88fe86497_536/website.components.embed.styles.css	(from https://www.trustinitiative.org/resources)
09:27:38	1118639/1118639	---M-Z	200	added ('OK')	text/javascript	etag:%22455efaeba9952aab1720970c7ad3cb3b%22	http://assets.squarespace.com/universal/scripts-compressed/common-848960f97137d696-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/common-848960f97137d696-min.en-US.js	(from https://www.trustinitiative.org/search)
09:27:40	19986/19986	---MCZ	200	added ('OK')	application/javascript	etag:W/%229bfeecaec54216a783c4593c42c0f059%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.embed/5b959c48-30bf-4f0c-8052-71e88fe86497_536/website.components.embed.visitor.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.embed/5b959c48-30bf-4f0c-8052-71e88fe86497_536/website.components.embed.visitor.js	(from https://www.trustinitiative.org/resources)
09:27:41	50994/50994	---M-Z	200	added ('OK')	text/javascript	etag:%2253b6a52c8d3321fc5407b8767a883130%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-5534b29193cfa85e-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-5534b29193cfa85e-min.en-US.js	(from https://www.trustinitiative.org/contact-us)
09:27:44	111217/111217	---M-Z	200	added ('OK')	text/javascript	etag:%22f2013d44f8a10f1f450e8643bb9e75cd%22	http://assets.squarespace.com/universal/scripts-compressed/performance-ea5540135d23d50d-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/performance-ea5540135d23d50d-min.en-US.js	(from https://www.trustinitiative.org/contact-us)
09:27:50	107/107	---M--	200	added ('OK')	text/css	etag:%22f35d738d9565e65328fa909f074ff6e4%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/422bdc65-cd9d-4c19-80e3-b7e0e8c7c13d_1114/website.components.spacer.styles.css	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/422bdc65-cd9d-4c19-80e3-b7e0e8c7c13d_1114/website.components.spacer.styles.49.delaye	(from https://www.trustinitiative.org/team)
09:27:52	536/536	---M--	200	added ('OK')	application/javascript	etag:%22c433121a9bc8ea6b2c95aafb782c1f25%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/422bdc65-cd9d-4c19-80e3-b7e0e8c7c13d_1114/website.components.spacer.visitor.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/422bdc65-cd9d-4c19-80e3-b7e0e8c7c13d_1114/website.components.spacer.visitor.4a.delay	(from https://www.trustinitiative.org/team)
09:27:57	1118639/1118639	---M-Z	200	added ('OK')	text/javascript	etag:%2295ac942060cabc8696c8699209d795aa%22	http://assets.squarespace.com/universal/scripts-compressed/common-98a1c4976ba2c406-min.en-US.js	C:/Users/spgrant/Desktop/TRUST%20Initiative/TRUST%20Initiative/assets.squarespace.com/universal/scripts-compressed/common-98a1c4976ba2c406-min.en-US.js	(from https://www.trustinitiative.org/contact-us)
